refset;algorithm;variation;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;RF;normal;2000;88,0;92,0;84,27921736895624;0,7355355520990678;27,0;40,0;51,0;67,0;9,41304347826087;4,5;63,71517884080319;0,4453650426223448;2,0;13,0;19,0;37,0;24,97826086956522;14,5
farashi p-value cutoff;RF;graphlet;100;24,0;25,0;84,95522388059702;0,84375;17,0;24,0;24,0;25,0;1,56;1,0;83,04477611940297;0,8298611111111112;17,0;23,0;24,0;25,0;1,64;1,0
farashi p-value cutoff;RF;graphlet;500;60,0;62,0;82,79992970397562;0,6827830180926823;23,0;39,0;45,0;55,0;4,0;2,0;69,17226431305163;0,5351424988934504;11,0;28,0;35,0;46,0;7,467741935483871;4,5
farashi p-value cutoff;RF;graphlet;1000;79,0;83,0;83,28014814210928;0,7189566343047292;29,0;43,0;53,0;66,0;7,0843373493975905;3,0;66,89163614341368;0,49605250158130637;8,0;24,0;31,0;49,0;15,518072289156626;8,0
farashi p-value cutoff;RF;graphlet;2000;88,0;92,0;85,40025476852938;0,7608218758578237;30,0;48,0;57,0;68,0;9,076086956521738;3,0;63,95961136625211;0,4610033938221268;2,0;10,0;21,0;38,0;24,75;15,0
farashi p-value cutoff;RF;autoencode;100;24,0;25,0;74,83582089552239;0,7430555555555557;14,0;22,0;24,0;25,0;1,92;1,0;74,05970149253731;0,7312500000000001;12,0;23,0;24,0;25,0;1,92;2,0
farashi p-value cutoff;RF;autoencode;500;60,0;62,0;83,01569944544246;0,69961770265763;25,0;41,0;44,0;57,0;4,064516129032258;2,0;69,19276732015935;0,532365540639632;15,0;26,0;33,0;47,0;7,467741935483871;5,0
farashi p-value cutoff;RF;autoencode;1000;79,0;83,0;84,17633802488834;0,7173646496315084;26,0;45,0;55,0;66,0;6,36144578313253;3,0;68,23097125088076;0,49122015083451215;10,0;27,0;34,0;48,0;14,819277108433734;9,0
farashi p-value cutoff;RF;autoencode;2000;88,0;92,0;85,26895958343111;0,7668124170237913;26,0;47,0;56,0;65,0;8,98913043478261;3,0;65,55191467489078;0,4896504321124377;11,0;16,0;24,0;37,0;23,52173913043478;14,0
farashi p-value cutoff;RF;combi;100;24,0;25,0;76,65671641791046;0,7847222222222222;16,0;22,0;23,0;25,0;1,92;1,0;75,67164179104478;0,7395833333333334;15,0;22,0;24,0;25,0;1,92;1,0
farashi p-value cutoff;RF;combi;500;60,0;62,0;83,51655861907365;0,7000575574690819;24,0;42,0;45,0;58,0;3,8870967741935485;2,0;69,22986799968757;0,5437496871381559;12,0;27,0;33,0;47,0;7,354838709677419;5,0
farashi p-value cutoff;RF;combi;1000;79,0;83,0;84,85415805318908;0,7379099110109114;27,0;49,0;56,0;68,0;6,168674698795181;2,0;68,13343271588043;0,5021811291811337;8,0;27,0;32,0;47,0;14,614457831325302;9,0
farashi p-value cutoff;RF;combi;2000;88,0;92,0;85,98340093638608;0,7738973476900385;29,0;51,0;60,0;70,0;9,032608695652174;3,0;65,701926407652;0,4915772019461476;7,0;17,0;24,0;40,0;23,782608695652176;13,5
