Gene rank;DEPICT For SNP rank;predicates For SNP rank;node2vec normal For SNP rank;node2vec graphlet For SNP rank;node2vec autoencode For SNP rank;node2vec combi For SNP rank;network distance For SNP rank;EVOKE For SNP rank;rdf2vec For SNP rank;struc2vec For SNP rank;Recall snps;Recall genes;Recall entries;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso)
False;False;True;False;True;True;False;False;False;False;False;38,0;78,0;38,0;82,5956937799043;0,8541666666666665;30,0;36,0;37,0;38,0;1,368421052631579;1,0
False;False;True;False;True;False;True;False;False;False;False;38,0;78,0;38,0;80,41267942583731;0,8432017543859649;30,0;35,0;38,0;38,0;1,394736842105263;1,0
False;False;True;False;True;False;False;True;False;False;False;38,0;78,0;38,0;81,63875598086123;0,850877192982456;29,0;37,0;38,0;38,0;1,3157894736842106;1,0
False;False;True;False;True;False;False;False;True;False;False;38,0;78,0;38,0;84,44976076555024;0,8673245614035087;31,0;36,0;38,0;38,0;1,3157894736842106;1,0
False;False;True;False;True;False;False;False;False;True;False;38,0;78,0;38,0;81,48923444976076;0,850877192982456;30,0;36,0;38,0;38,0;1,394736842105263;1,0
False;False;True;False;True;False;False;False;False;False;True;38,0;78,0;38,0;81,54904306220097;0,8536184210526315;30,0;36,0;37,0;38,0;1,4210526315789473;1,0
False;False;True;False;False;True;True;False;False;False;False;38,0;78,0;38,0;75,53827751196171;0,7850877192982457;28,0;35,0;37,0;38,0;1,5526315789473684;1,0
False;False;True;False;False;True;False;True;False;False;False;38,0;78,0;38,0;84,18062200956939;0,8563596491228069;30,0;37,0;38,0;38,0;1,2894736842105263;1,0
False;False;True;False;False;True;False;False;True;False;False;38,0;78,0;38,0;79,8444976076555;0,8278508771929824;29,0;36,0;37,0;38,0;1,4210526315789473;1,0
False;False;True;False;False;True;False;False;False;True;False;38,0;78,0;38,0;78,13995215311003;0,8037280701754386;29,0;35,0;37,0;38,0;1,5;1,0
False;False;True;False;False;True;False;False;False;False;True;38,0;78,0;38,0;78,58851674641149;0,8212719298245613;28,0;37,0;37,0;38,0;1,4210526315789473;1,0
False;False;True;False;False;False;True;True;False;False;False;38,0;78,0;38,0;83,67224880382776;0,8530701754385964;31,0;36,0;38,0;38,0;1,3157894736842106;1,0
False;False;True;False;False;False;True;False;True;False;False;38,0;78,0;38,0;78,85765550239233;0,8366228070175439;29,0;36,0;37,0;38,0;1,4473684210526316;1,0
False;False;True;False;False;False;True;False;False;True;False;38,0;78,0;38,0;77,75119617224881;0,8026315789473685;29,0;36,0;38,0;38,0;1,4736842105263157;1,0
False;False;True;False;False;False;True;False;False;False;True;38,0;78,0;38,0;86,21411483253588;0,8925438596491228;32,0;36,0;38,0;38,0;1,2894736842105263;1,0
